chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_ad34e144,src/priv/smctr.adoc,119,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Virtual Supervisor Control Transfer Records Control Register (`vsctrctl`)","When V=1, `vsctrctl` substitutes for the usual `sctrctl`, so instructions that normally read or modify `sctrctl` actually access `vsctrctl` instead.",unknown,unknown,high,False,
chunk_b21b52f2,src/priv/smctr.adoc,154,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Virtual Supervisor Control Transfer Records Control Register (`vsctrctl`)",The optional fields implemented in `vsctrctl` should match those implemented in `sctrctl`. |,non_CSR_parameter,enum,high,False,
chunk_70a0279e,src/priv/smctr.adoc,167,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Virtual Supervisor Control Transfer Records Control Register (`vsctrctl`)","[NOTE] Unlike the CTR status register or the CTR entry registers, the CTR control register has a VS-mode version.",unknown,unknown,high,False,
chunk_c2a13761,src/priv/smctr.adoc,175,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",The 32-bit `sctrdepth` register specifies the depth of the CTR buffer.,non_CSR_parameter,range,high,False,
chunk_87032c87,src/priv/smctr.adoc,207,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",The depth of the CTR buffer dictates the number of entries to which the hardware records transfers.,unknown,unknown,high,False,
chunk_9761bce1,src/priv/smctr.adoc,207,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","For a depth of N, the hardware records transfers to entries 0..N-1.",unknown,unknown,high,False,
chunk_25a75b38,src/priv/smctr.adoc,207,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",All read as '0' and are read-only when the selected entry is in the range N to 255.,unknown,range,high,False,
chunk_65865305,src/priv/smctr.adoc,207,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","When the depth is increased, the newly accessible entries contain unspecified but legal values.",non_CSR_parameter,unknown,high,False,
chunk_ba33e58d,src/priv/smctr.adoc,209,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",It is implementation-specific which DEPTH value(s) are supported. |,non_CSR_parameter,unknown,high,False,
chunk_eee848d0,src/priv/smctr.adoc,212,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","Attempts to access `sctrdepth` from VS-mode or VU-mode raise a virtual-instruction exception, unless CTR state enable access restrictions apply.",non_CSR_parameter,unknown,high,False,
chunk_1fe7b524,src/priv/smctr.adoc,214,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","[NOTE] It is expected that operating systems (OSs) will access `sctrdepth` only at boot, to select the maximum supported depth value.",SW_rule,range,high,False,
chunk_5eda4df6,src/priv/smctr.adoc,214,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","More frequent accesses may result in reduced performance in virtualization scenarios, as a result of traps from VS-mode incurred.",non_CSR_parameter,enum,high,False,
chunk_8bfca76c,src/priv/smctr.adoc,219,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","There may be scenarios where software chooses to operate on only a subset of the entries, to reduce overhead.",SW_rule,enum,high,False,
chunk_e5b4be85,src/priv/smctr.adoc,219,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","In such cases tools may choose to read only the lower entries, and OSs may choose to save/restore only on the lower entries while using SCTRCLR to clear the others.",non_CSR_parameter,enum,high,False,
chunk_8c6f0d48,src/priv/smctr.adoc,221,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",The value in configurable depth lies in supporting VM migration.,unknown,unknown,high,False,
chunk_fbc6879f,src/priv/smctr.adoc,221,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)","It is expected that a platform spec may specify that one or more CTR depth values must be supported. A hypervisor may wish to restrict guests to using one of these required depths, in order to ensure that such guests can be migrated to any system that complies with the platform spec.",SW_rule,enum,very_high,False,
chunk_b85d17aa,src/priv/smctr.adoc,221,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Depth Register (`sctrdepth`)",The trapping behavior specified for VS-mode accesses to `sctrdepth` ensures that the hypervisor can impose such restrictions.,SW_rule,unknown,high,False,
chunk_09c5ec6b,src/priv/smctr.adoc,226,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)",The 32-bit `sctrstatus` register grants access to CTR status information and is updated by the hardware whenever CTR is active. CTR is active when the current privilege mode is enabled for recording and CTR is not frozen.,non_CSR_parameter,binary,high,False,
chunk_867243fd,src/priv/smctr.adoc,239,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","For a given CTR depth (where depth = 2^(DEPTH+4)^), WRPTR wraps to 0 on an increment when the value matches depth-1, and to depth-1 on a decrement when the value is 0.",unknown,unknown,high,False,
chunk_82899a2a,src/priv/smctr.adoc,239,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","On depth changes, WRPTR holds an unspecified but legal value. |FROZEN |Inhibit transfer recording.",non_CSR_parameter,unknown,high,False,
chunk_39b3c0b6,src/priv/smctr.adoc,248,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)",Undefined bits in `sctrstatus` are WPRI.,CSR_controlled,enum,very_high,False,
chunk_31a4bac6,src/priv/smctr.adoc,248,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","Status fields may be added by future extensions, and software should ignore but preserve any fields that it does not recognize.",SW_rule,enum,high,False,
chunk_dec9d6be,src/priv/smctr.adoc,251,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","[NOTE] Logical entry 0, accessed via `sireg*` when `siselect`=0x200, is always the physical buffer entry preceding the WRPTR entry.",unknown,enum,high,False,
chunk_a6f13db6,src/priv/smctr.adoc,251,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","More generally, the physical buffer entry Y associated with logical entry X (X < depth) can be determined using the formula Y = (WRPTR - X - 1) % depth, where depth = 2^(DEPTH+4)^.",unknown,unknown,high,False,
chunk_b2664905,src/priv/smctr.adoc,251,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","Software may wish to ensure that CTR is inactive before performing a read-modify-write, by ensuring that either `sctrstatus`.FROZEN=1, or that the current privilege mode is not enabled for recording.",SW_rule,binary,high,False,
chunk_60fba317,src/priv/smctr.adoc,261,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","When restoring CTR state, `sctrstatus` should be written before CTR entry state is restored.",non_CSR_parameter,enum,high,False,
chunk_b8770ade,src/priv/smctr.adoc,264,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)",[NOTE] Exposing the WRPTR provides a more efficient means for synthesizing CTR entries.,unknown,unknown,high,False,
chunk_b0d2ef9d,src/priv/smctr.adoc,264,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","If a qualified control transfer is emulated, the emulator can simply increment the WRPTR, then write the synthesized record to logical entry 0.",unknown,unknown,high,False,
chunk_7bfd925b,src/priv/smctr.adoc,264,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","If a qualified function return is emulated while RASEMU=1, the emulator can clear `ctrsource`.V for logical entry 0, then decrement the WRPTR.",unknown,unknown,high,False,
chunk_ce238fb8,src/priv/smctr.adoc,269,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)",Exposing the WRPTR may also allow support for Linux perf's https://lwn.net/Articles/802821[[.underline]stack stitching] capability.,SW_rule,enum,high,False,
chunk_26b49422,src/priv/smctr.adoc,272,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","If, in the future, it becomes desirable to remove this dependency, an extension could add `mctrdepth` and `mctrstatus` CSRs that reflect the same state as `sctrdepth` and `sctrstatus`, respectively.",CSR_controlled,enum,high,False,
chunk_477db704,src/priv/smctr.adoc,272,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Status Register (`sctrstatus`)","Further, such an extension should make CTR entries accessible via `miselect`/`mireg*`.",non_CSR_parameter,enum,high,False,
chunk_613a7fc9,src/priv/smctr.adoc,280,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers","Control transfer records are stored in a CTR buffer, such that each buffer entry stores information about a single transfer.",unknown,unknown,high,False,
chunk_a7259bee,src/priv/smctr.adoc,280,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers",The CTR buffer entries are logically accessed via the indirect register access mechanism defined by the Sscsrind extension.,CSR_controlled,enum,high,False,
chunk_520ac0ce,src/priv/smctr.adoc,280,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers",The `siselect` index range 0x200 through 0x2FF is reserved for CTR logical entries 0 through 255.,unknown,enum,high,False,
chunk_9d5b277b,src/priv/smctr.adoc,280,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers","When `siselect` holds a value in this range, `sireg` provides access to `ctrsource`, `sireg2` provides access to `ctrtarget`, and `sireg3` provides access to `ctrdata`. `sireg4`, `sireg5`, and `sireg6` are read-only 0.",unknown,enum,high,False,
chunk_26bc344e,src/priv/smctr.adoc,282,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers","When `vsiselect` holds a value in 0x200..0x2FF, the `vsireg*` registers provide access to the same CTR entry register state as the analogous `sireg*` registers.",unknown,enum,high,False,
chunk_d786fc3c,src/priv/smctr.adoc,282,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers",There is not a separate set of entry registers for V=1.,unknown,unknown,high,False,
chunk_f308fee0,src/priv/smctr.adoc,284,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Entry Registers",See for cases where CTR accesses from S-mode and VS-mode may be restricted.,non_CSR_parameter,enum,high,False,
